url,Name,Name_link,,Team,Pos,G,Ab,R,H,2b,3b,Hr,Rbi,Tb,Bb,So,Sb,Cs,Obp,Slg,Avg,Ops
http://www.milb.com/milb/stats/stats.jsp?y=2005&t=l_bat&lid=110&sid=t476&print=true,Bernard Stephens,http://www.milb.com/player/index.jsp?sid=t476&player_id=460170,460170,HD,OF,120,485,96,147,33,6,14,67,234,43,102,12,3,0.362,0.482,0.303,0.845
http://www.milb.com/milb/stats/stats.jsp?y=2005&t=l_bat&lid=110&sid=t476&print=true,George Kottaras,http://www.milb.com/player/index.jsp?sid=t476&player_id=435459,435459,LE,C,91,337,54,102,29,0,9,50,158,50,60,2,1,0.39,0.469,0.303,0.859
http://www.milb.com/milb/stats/stats.jsp?y=2005&t=l_bat&lid=110&sid=t476&print=true,Chris Lubanski,http://www.milb.com/player/index.jsp?sid=t476&player_id=455957,455957,HD,OF,126,531,91,160,38,6,28,116,294,38,131,14,1,0.349,0.554,0.301,0.903
http://www.milb.com/milb/stats/stats.jsp?y=2005&t=l_bat&lid=110&sid=t476&print=true,Anthony Webster,http://www.milb.com/player/index.jsp?sid=t476&player_id=462412,462412,BAK,OF,122,498,93,150,36,11,11,73,241,31,55,25,5,0.346,0.484,0.301,0.83
http://www.milb.com/milb/stats/stats.jsp?y=2005&t=l_bat&lid=110&sid=t476&print=true,Seth Smith,http://www.milb.com/player/index.jsp?sid=t476&player_id=452234,452234,MOD,OF,129,533,87,160,45,6,9,72,244,44,115,5,3,0.353,0.458,0.3,0.811
http://www.milb.com/milb/stats/stats.jsp?y=2005&t=l_bat&lid=110&sid=t476&print=true,Jay Garthwaite,http://www.milb.com/player/index.jsp?sid=t476&player_id=448686,448686,LAN,IF,124,487,81,146,36,4,21,102,253,33,131,1,3,0.35,0.52,0.3,0.869
http://www.milb.com/milb/stats/stats.jsp?y=2005&t=l_bat&lid=110&sid=t476&print=true,Danny Richar,http://www.milb.com/player/index.jsp?sid=t476&player_id=462950,462950,LAN,2B,121,454,78,136,32,8,20,79,244,32,64,9,3,0.347,0.537,0.3,0.884
http://www.milb.com/milb/stats/stats.jsp?y=2005&t=l_bat&lid=110&sid=t476&print=true,Michael Garciaparra,http://www.milb.com/player/index.jsp?sid=t476&player_id=455752,455752,IE,2B,84,336,60,100,15,3,6,33,139,35,64,10,8,0.387,0.414,0.298,0.801
http://www.milb.com/milb/stats/stats.jsp?y=2005&t=l_bat&lid=110&sid=t476&print=true,Fernando Valenzuela,http://www.milb.com/player/index.jsp?sid=t476&player_id=445143,445143,LE,1B,133,530,78,157,28,4,12,83,229,56,84,5,0,0.373,0.432,0.296,0.805
http://www.milb.com/milb/stats/stats.jsp?y=2005&t=l_bat&lid=110&sid=t476&print=true,Chris Carter,http://www.milb.com/player/index.jsp?sid=t476&player_id=452080,452080,LAN,1B,103,412,71,122,26,2,21,85,215,46,66,0,0,0.37,0.522,0.296,0.892
http://www.milb.com/milb/stats/stats.jsp?y=2005&t=l_bat&lid=110&sid=t476&print=true,Adam Donachie,http://www.milb.com/player/index.jsp?sid=t476&player_id=450217,450217,HD,C,95,347,64,102,24,0,12,48,162,43,78,1,0,0.375,0.467,0.294,0.842
http://www.milb.com/milb/stats/stats.jsp?y=2005&t=l_bat&lid=110&sid=t476&print=true,Clay Timpner,http://www.milb.com/player/index.jsp?sid=t476&player_id=435626,435626,SJ,OF,126,549,85,160,22,12,4,39,218,34,93,34,13,0.334,0.397,0.291,0.732
http://www.milb.com/milb/stats/stats.jsp?y=2005&t=l_bat&lid=110&sid=t476&print=true,Travis Metcalf,http://www.milb.com/player/index.jsp?sid=t476&player_id=445195,445195,BAK,3B,132,505,80,147,32,7,22,94,259,49,129,8,2,0.358,0.513,0.291,0.87
http://www.milb.com/milb/stats/stats.jsp?y=2005&t=l_bat&lid=110&sid=t476&print=true,Wladimir Balentien,http://www.milb.com/player/index.jsp?sid=t476&player_id=434605,434605,IE,CF,123,492,76,143,38,8,25,93,272,33,160,9,2,0.338,0.553,0.291,0.891
http://www.milb.com/milb/stats/stats.jsp?y=2005&t=l_bat&lid=110&sid=t476&print=true,Josh Arhart,http://www.milb.com/player/index.jsp?sid=t476&player_id=450207,450207,VIS,C,99,379,51,110,24,0,9,56,161,24,60,0,0,0.331,0.425,0.29,0.756
http://www.milb.com/milb/stats/stats.jsp?y=2005&t=l_bat&lid=110&sid=t476&print=true,Bobby Wilson,http://www.milb.com/player/index.jsp?sid=t476&player_id=435064,435064,RC,C,115,466,66,135,32,1,14,77,211,30,61,2,1,0.333,0.453,0.29,0.786
http://www.milb.com/milb/stats/stats.jsp?y=2005&t=l_bat&lid=110&sid=t476&print=true,Drew Macias,http://www.milb.com/player/index.jsp?sid=t476&player_id=445928,445928,LE,OF,128,492,79,142,23,6,6,66,195,46,78,15,15,0.355,0.396,0.289,0.752
http://www.milb.com/milb/stats/stats.jsp?y=2005&t=l_bat&lid=110&sid=t476&print=true,Todd Jennings,http://www.milb.com/player/index.jsp?sid=t476&player_id=430925,430925,SJ,C,128,504,64,145,22,1,10,67,199,23,77,7,5,0.321,0.395,0.288,0.716
http://www.milb.com/milb/stats/stats.jsp?y=2005&t=l_bat&lid=110&sid=t476&print=true,Brandon Powell,http://www.milb.com/player/index.jsp?sid=t476&player_id=461335,461335,HD,2B,106,397,74,114,29,3,18,69,203,28,97,6,4,0.339,0.511,0.287,0.85
http://www.milb.com/milb/stats/stats.jsp?y=2005&t=l_bat&lid=110&sid=t476&print=true,Travis Ishikawa,http://www.milb.com/player/index.jsp?sid=t476&player_id=448170,448170,SJ,1B,127,432,87,122,28,7,22,79,230,70,129,1,4,0.387,0.532,0.282,0.92
http://www.milb.com/milb/stats/stats.jsp?y=2005&t=l_bat&lid=110&sid=t476&print=true,Juan Ciriaco,http://www.milb.com/player/index.jsp?sid=t476&player_id=473239,473239,LE,SS,120,466,73,131,29,6,9,77,199,33,84,17,10,0.331,0.427,0.281,0.758
http://www.milb.com/milb/stats/stats.jsp?y=2005&t=l_bat&lid=110&sid=t476&print=true,Aneudi Cuevas,http://www.milb.com/player/index.jsp?sid=t476&player_id=472375,472375,VIS,IF,120,413,72,116,24,4,22,75,214,57,141,9,4,0.377,0.518,0.281,0.895
http://www.milb.com/milb/stats/stats.jsp?y=2005&t=l_bat&lid=110&sid=t476&print=true,Nate Gold,http://www.milb.com/player/index.jsp?sid=t476&player_id=445093,445093,BAK,IF,101,381,63,107,27,2,21,69,201,42,65,2,2,0.359,0.528,0.281,0.886
http://www.milb.com/milb/stats/stats.jsp?y=2005&t=l_bat&lid=110&sid=t476&print=true,John-Paul Davis,http://www.milb.com/player/index.jsp?sid=t476&player_id=456756,456756,VIS,1B,120,448,68,125,28,0,13,59,192,54,103,5,2,0.374,0.429,0.279,0.803
http://www.milb.com/milb/stats/stats.jsp?y=2005&t=l_bat&lid=110&sid=t476&print=true,Peeter Ramos,http://www.milb.com/player/index.jsp?sid=t476&player_id=446021,446021,LE,IF,100,424,69,118,14,2,2,46,142,36,58,18,3,0.34,0.335,0.278,0.675
http://www.milb.com/milb/stats/stats.jsp?y=2005&t=l_bat&lid=110&sid=t476&print=true,Luke Grayson,http://www.milb.com/player/index.jsp?sid=t476&player_id=450187,450187,BAK,OF,106,421,63,117,33,2,13,61,193,44,117,11,4,0.356,0.458,0.278,0.814
http://www.milb.com/milb/stats/stats.jsp?y=2005&t=l_bat&lid=110&sid=t476&print=true,Michael Davies,http://www.milb.com/player/index.jsp?sid=t476&player_id=461401,461401,MOD,1B,108,407,53,113,23,5,14,62,188,22,145,2,4,0.315,0.462,0.278,0.777
http://www.milb.com/milb/stats/stats.jsp?y=2005&t=l_bat&lid=110&sid=t476&print=true,Kurt Suzuki,http://www.milb.com/player/index.jsp?sid=t476&player_id=435559,435559,STK,C,114,441,85,122,26,5,12,65,194,63,61,5,3,0.378,0.44,0.277,0.818
http://www.milb.com/milb/stats/stats.jsp?y=2005&t=l_bat&lid=110&sid=t476&print=true,Erik Schindewolf,http://www.milb.com/player/index.jsp?sid=t476&player_id=450294,450294,LAN,2B,109,391,76,107,19,5,4,33,148,87,67,7,3,0.408,0.379,0.274,0.786
http://www.milb.com/milb/stats/stats.jsp?y=2005&t=l_bat&lid=110&sid=t476&print=true,Ian Stewart,http://www.milb.com/player/index.jsp?sid=t476&player_id=456655,456655,MOD,3B,112,435,83,119,32,7,17,86,216,52,113,2,2,0.353,0.497,0.274,0.849
http://www.milb.com/milb/stats/stats.jsp?y=2005&t=l_bat&lid=110&sid=t476&print=true,Dustin Majewski,http://www.milb.com/player/index.jsp?sid=t476&player_id=451794,451794,STK,OF,136,533,91,145,43,3,20,73,254,60,130,13,7,0.348,0.477,0.272,0.824
http://www.milb.com/milb/stats/stats.jsp?y=2005&t=l_bat&lid=110&sid=t476&print=true,Erick Monzon,http://www.milb.com/player/index.jsp?sid=t476&player_id=446335,446335,IE,SS,94,350,53,95,25,2,13,49,163,35,80,7,1,0.34,0.466,0.271,0.806
http://www.milb.com/milb/stats/stats.jsp?y=2005&t=l_bat&lid=110&sid=t476&print=true,John Bowker,http://www.milb.com/player/index.jsp?sid=t476&player_id=435624,435624,SJ,OF,121,464,66,124,27,1,13,67,192,36,108,3,7,0.319,0.414,0.267,0.733
http://www.milb.com/milb/stats/stats.jsp?y=2005&t=l_bat&lid=110&sid=t476&print=true,Brett Bonvechio,http://www.milb.com/player/index.jsp?sid=t476&player_id=451258,451258,LE,1B,131,480,85,128,24,6,19,73,221,86,163,1,2,0.385,0.46,0.267,0.846
http://www.milb.com/milb/stats/stats.jsp?y=2005&t=l_bat&lid=110&sid=t476&print=true,Alex Frazier,http://www.milb.com/player/index.jsp?sid=t476&player_id=446652,446652,LAN,OF,98,388,72,103,19,4,19,69,187,49,96,5,4,0.367,0.482,0.265,0.849
http://www.milb.com/milb/stats/stats.jsp?y=2005&t=l_bat&lid=110&sid=t476&print=true,Matthew Brown,http://www.milb.com/player/index.jsp?sid=t476&player_id=456762,456762,RC,3B,125,488,68,128,39,4,12,65,211,40,125,4,5,0.329,0.432,0.262,0.761
http://www.milb.com/milb/stats/stats.jsp?y=2005&t=l_bat&lid=110&sid=t476&print=true,Josh Kreuzer,http://www.milb.com/player/index.jsp?sid=t476&player_id=449468,449468,BAK,IF,113,400,63,104,25,1,11,74,164,49,89,3,2,0.364,0.41,0.26,0.774
http://www.milb.com/milb/stats/stats.jsp?y=2005&t=l_bat&lid=110&sid=t476&print=true,Matt Pali,http://www.milb.com/player/index.jsp?sid=t476&player_id=446479,446479,RC,OF,135,513,81,132,18,1,12,77,188,55,86,15,5,0.336,0.366,0.257,0.702
http://www.milb.com/milb/stats/stats.jsp?y=2005&t=l_bat&lid=110&sid=t476&print=true,Craig Ringe,http://www.milb.com/player/index.jsp?sid=t476&player_id=451685,451685,BAK,IF,116,399,54,102,14,4,4,35,136,53,84,6,3,0.355,0.341,0.256,0.696
http://www.milb.com/milb/stats/stats.jsp?y=2005&t=l_bat&lid=110&sid=t476&print=true,Abigail Sandoval,http://www.milb.com/player/index.jsp?sid=t476&player_id=451987,451987,BAK,IF,99,384,43,97,16,1,5,39,130,11,78,5,6,0.278,0.339,0.253,0.617
http://www.milb.com/milb/stats/stats.jsp?y=2005&t=l_bat&lid=110&sid=t476&print=true,John McCurdy,http://www.milb.com/player/index.jsp?sid=t476&player_id=455008,455008,STK,SS,94,341,47,86,16,3,8,44,132,34,85,3,4,0.321,0.387,0.252,0.708
http://www.milb.com/milb/stats/stats.jsp?y=2005&t=l_bat&lid=110&sid=t476&print=true,Luke Appert,http://www.milb.com/player/index.jsp?sid=t476&player_id=456659,456659,STK,OF,113,410,72,103,27,7,12,72,180,69,65,1,3,0.363,0.439,0.251,0.802
http://www.milb.com/milb/stats/stats.jsp?y=2005&t=l_bat&lid=110&sid=t476&print=true,Randy Blood,http://www.milb.com/player/index.jsp?sid=t476&player_id=461321,461321,MOD,2B,101,367,53,92,25,4,5,54,140,35,76,0,4,0.319,0.381,0.251,0.7
http://www.milb.com/milb/stats/stats.jsp?y=2005&t=l_bat&lid=110&sid=t476&print=true,Richie Robnett,http://www.milb.com/player/index.jsp?sid=t476&player_id=435562,435562,STK,OF,115,457,77,111,30,0,20,74,201,56,151,8,4,0.324,0.44,0.243,0.764
