url,Name,Name_link,,Team,Pos,G,Ab,R,H,2b,3b,Hr,Rbi,Tb,Bb,So,Sb,Cs,Obp,Slg,Avg,Ops
http://www.milb.com/milb/stats/stats.jsp?y=2006&t=l_bat&lid=110&sid=t476&print=true,Luis Perez,http://www.milb.com/player/index.jsp?sid=t476&player_id=469636,469636,STK,OF,101,359,51,120,21,4,7,58,170,20,50,2,2,0.374,0.474,0.334,0.848
http://www.milb.com/milb/stats/stats.jsp?y=2006&t=l_bat&lid=110&sid=t476&print=true,Chris Rahl,http://www.milb.com/player/index.jsp?sid=t476&player_id=473922,473922,LAN,OF,131,568,101,186,44,8,13,83,285,35,119,19,10,0.369,0.502,0.327,0.87
http://www.milb.com/milb/stats/stats.jsp?y=2006&t=l_bat&lid=110&sid=t476&print=true,Reid Brignac,http://www.milb.com/player/index.jsp?sid=t476&player_id=458582,458582,VIS,SS,100,411,82,134,26,3,21,83,229,35,82,12,6,0.382,0.557,0.326,0.939
http://www.milb.com/milb/stats/stats.jsp?y=2006&t=l_bat&lid=110&sid=t476&print=true,Corey Wimberly,http://www.milb.com/player/index.jsp?sid=t476&player_id=489432,489432,MOD,2B,87,342,72,111,6,4,2,24,131,30,42,50,16,0.404,0.383,0.325,0.787
http://www.milb.com/milb/stats/stats.jsp?y=2006&t=l_bat&lid=110&sid=t476&print=true,Matt Miller,http://www.milb.com/player/index.jsp?sid=t476&player_id=444961,444961,MOD,OF,92,368,52,119,20,2,12,77,179,31,37,4,9,0.381,0.486,0.323,0.867
http://www.milb.com/milb/stats/stats.jsp?y=2006&t=l_bat&lid=110&sid=t476&print=true,Emilio Bonifacio,http://www.milb.com/player/index.jsp?sid=t476&player_id=466988,466988,LAN,2B,130,546,117,175,35,7,7,50,245,44,104,61,14,0.375,0.449,0.321,0.824
http://www.milb.com/milb/stats/stats.jsp?y=2006&t=l_bat&lid=110&sid=t476&print=true,Jonathan Herrera,http://www.milb.com/player/index.jsp?sid=t476&player_id=468406,468406,MOD,SS,127,487,87,151,20,8,7,77,208,58,67,34,15,0.382,0.427,0.31,0.809
http://www.milb.com/milb/stats/stats.jsp?y=2006&t=l_bat&lid=110&sid=t476&print=true,John Jaso,http://www.milb.com/player/index.jsp?sid=t476&player_id=444379,444379,VIS,C,95,366,58,113,22,0,10,55,165,31,48,1,2,0.362,0.451,0.309,0.813
http://www.milb.com/milb/stats/stats.jsp?y=2006&t=l_bat&lid=110&sid=t476&print=true,Chris Nowak,http://www.milb.com/player/index.jsp?sid=t476&player_id=449878,449878,VIS,3B,130,494,93,152,45,3,11,103,236,69,83,17,6,0.397,0.478,0.308,0.874
http://www.milb.com/milb/stats/stats.jsp?y=2006&t=l_bat&lid=110&sid=t476&print=true,Fernando Perez,http://www.milb.com/player/index.jsp?sid=t476&player_id=445010,445010,VIS,OF,133,547,123,168,19,9,4,56,217,78,134,33,16,0.398,0.397,0.307,0.795
http://www.milb.com/milb/stats/stats.jsp?y=2006&t=l_bat&lid=110&sid=t476&print=true,Carlos Sosa,http://www.milb.com/player/index.jsp?sid=t476&player_id=452013,452013,SJ,OF,93,355,54,109,25,2,10,54,168,38,107,3,1,0.38,0.473,0.307,0.854
http://www.milb.com/milb/stats/stats.jsp?y=2006&t=l_bat&lid=110&sid=t476&print=true,Cesar Nicolas,http://www.milb.com/player/index.jsp?sid=t476&player_id=459446,459446,LAN,1B,120,434,78,131,34,0,14,80,207,60,81,1,2,0.4,0.477,0.302,0.877
http://www.milb.com/milb/stats/stats.jsp?y=2006&t=l_bat&lid=110&sid=t476&print=true,Sean Rodriguez,http://www.milb.com/player/index.jsp?sid=t476&player_id=446481,446481,RC,SS,116,455,78,137,29,5,24,77,248,47,124,15,3,0.377,0.545,0.301,0.922
http://www.milb.com/milb/stats/stats.jsp?y=2006&t=l_bat&lid=110&sid=t476&print=true,Josh Arhart,http://www.milb.com/player/index.jsp?sid=t476&player_id=450207,450207,VIS,C,107,429,64,129,27,2,15,78,205,22,93,3,2,0.341,0.478,0.301,0.819
http://www.milb.com/milb/stats/stats.jsp?y=2006&t=l_bat&lid=110&sid=t476&print=true,Jereme Milons,http://www.milb.com/player/index.jsp?sid=t476&player_id=448146,448146,LAN,OF,100,386,56,116,11,6,11,54,172,30,95,14,5,0.348,0.446,0.301,0.794
http://www.milb.com/milb/stats/stats.jsp?y=2006&t=l_bat&lid=110&sid=t476&print=true,Carlos Gonzalez,http://www.milb.com/player/index.jsp?sid=t476&player_id=471865,471865,LAN,OF,104,403,82,121,35,4,21,94,227,30,104,15,8,0.356,0.563,0.3,0.919
http://www.milb.com/milb/stats/stats.jsp?y=2006&t=l_bat&lid=110&sid=t476&print=true,Irving Falu,http://www.milb.com/player/index.jsp?sid=t476&player_id=458252,458252,HD,2B,126,531,87,159,23,7,3,49,205,40,46,31,11,0.351,0.386,0.299,0.737
http://www.milb.com/milb/stats/stats.jsp?y=2006&t=l_bat&lid=110&sid=t476&print=true,Tim Brown,http://www.milb.com/player/index.jsp?sid=t476&player_id=462397,462397,LE,1B,130,428,74,128,37,1,10,75,197,79,90,4,1,0.427,0.46,0.299,0.888
http://www.milb.com/milb/stats/stats.jsp?y=2006&t=l_bat&lid=110&sid=t476&print=true,Josh Asanovich,http://www.milb.com/player/index.jsp?sid=t476&player_id=460281,460281,VIS,2B,107,406,66,119,27,2,5,58,165,48,63,16,4,0.371,0.406,0.293,0.777
http://www.milb.com/milb/stats/stats.jsp?y=2006&t=l_bat&lid=110&sid=t476&print=true,Ben Harrison,http://www.milb.com/player/index.jsp?sid=t476&player_id=453541,453541,BAK,OF,87,331,52,97,19,1,18,74,172,49,85,9,3,0.397,0.52,0.293,0.917
http://www.milb.com/milb/stats/stats.jsp?y=2006&t=l_bat&lid=110&sid=t476&print=true,Josh Ford,http://www.milb.com/player/index.jsp?sid=t476&player_id=446404,446404,LAN,C,107,393,57,115,17,0,7,52,153,35,69,0,3,0.358,0.389,0.293,0.747
http://www.milb.com/milb/stats/stats.jsp?y=2006&t=l_bat&lid=110&sid=t476&print=true,Peter Ciofrone,http://www.milb.com/player/index.jsp?sid=t476&player_id=455951,455951,LE,OF,86,319,44,93,17,1,8,74,136,47,64,4,2,0.396,0.426,0.292,0.822
http://www.milb.com/milb/stats/stats.jsp?y=2006&t=l_bat&lid=110&sid=t476&print=true,Michael Collins,http://www.milb.com/player/index.jsp?sid=t476&player_id=452015,452015,RC,C,125,477,61,139,29,1,7,82,191,29,74,9,9,0.371,0.4,0.291,0.771
http://www.milb.com/milb/stats/stats.jsp?y=2006&t=l_bat&lid=110&sid=t476&print=true,Chase Headley,http://www.milb.com/player/index.jsp?sid=t476&player_id=452104,452104,LE,3B,129,484,79,141,33,0,12,73,210,74,96,4,5,0.389,0.434,0.291,0.823
http://www.milb.com/milb/stats/stats.jsp?y=2006&t=l_bat&lid=110&sid=t476&print=true,Juan Senreiso,http://www.milb.com/player/index.jsp?sid=t476&player_id=448218,448218,HD,OF,106,407,64,117,16,6,15,60,190,22,117,19,4,0.328,0.467,0.287,0.795
http://www.milb.com/milb/stats/stats.jsp?y=2006&t=l_bat&lid=110&sid=t476&print=true,Josh Womack,http://www.milb.com/player/index.jsp?sid=t476&player_id=453444,453444,IE,OF,116,412,66,118,15,9,6,43,169,40,90,17,14,0.353,0.41,0.286,0.763
http://www.milb.com/milb/stats/stats.jsp?y=2006&t=l_bat&lid=110&sid=t476&print=true,German Duran,http://www.milb.com/player/index.jsp?sid=t476&player_id=458061,458061,BAK,SS,114,457,81,130,31,2,13,72,204,35,89,15,9,0.331,0.446,0.284,0.778
http://www.milb.com/milb/stats/stats.jsp?y=2006&t=l_bat&lid=110&sid=t476&print=true,Cody Fuller,http://www.milb.com/player/index.jsp?sid=t476&player_id=488889,488889,RC,OF,109,352,65,100,23,5,5,36,148,31,91,9,10,0.378,0.42,0.284,0.799
http://www.milb.com/milb/stats/stats.jsp?y=2006&t=l_bat&lid=110&sid=t476&print=true,Brent Johnson,http://www.milb.com/player/index.jsp?sid=t476&player_id=445164,445164,IE,OF,129,500,82,142,23,2,1,48,172,65,55,16,11,0.377,0.344,0.284,0.721
http://www.milb.com/milb/stats/stats.jsp?y=2006&t=l_bat&lid=110&sid=t476&print=true,Mike Stodolka,http://www.milb.com/player/index.jsp?sid=t476&player_id=408043,408043,HD,1B,115,423,81,120,33,2,11,67,190,78,103,4,3,0.396,0.449,0.284,0.845
http://www.milb.com/milb/stats/stats.jsp?y=2006&t=l_bat&lid=110&sid=t476&print=true,John Bowker,http://www.milb.com/player/index.jsp?sid=t476&player_id=435624,435624,SJ,OF,112,462,61,131,32,6,7,66,196,37,100,6,3,0.337,0.424,0.284,0.762
http://www.milb.com/milb/stats/stats.jsp?y=2006&t=l_bat&lid=110&sid=t476&print=true,Geraldo Valentin,http://www.milb.com/player/index.jsp?sid=t476&player_id=451804,451804,HD,OF,107,406,57,115,13,3,6,51,152,32,60,3,6,0.344,0.374,0.283,0.719
http://www.milb.com/milb/stats/stats.jsp?y=2006&t=l_bat&lid=110&sid=t476&print=true,Steven Murphy,http://www.milb.com/player/index.jsp?sid=t476&player_id=489156,489156,BAK,OF,116,470,73,133,38,5,19,68,238,31,102,10,8,0.335,0.506,0.283,0.842
http://www.milb.com/milb/stats/stats.jsp?y=2006&t=l_bat&lid=110&sid=t476&print=true,Patrick Breen,http://www.milb.com/player/index.jsp?sid=t476&player_id=446541,446541,VIS,OF,94,326,61,92,18,1,21,63,175,52,105,8,5,0.385,0.537,0.282,0.922
http://www.milb.com/milb/stats/stats.jsp?y=2006&t=l_bat&lid=110&sid=t476&print=true,Mark Minicozzi,http://www.milb.com/player/index.jsp?sid=t476&player_id=489126,489126,SJ,2B,128,497,70,140,23,2,4,77,179,44,87,2,4,0.345,0.36,0.282,0.705
http://www.milb.com/milb/stats/stats.jsp?y=2006&t=l_bat&lid=110&sid=t476&print=true,Chris Frey,http://www.milb.com/player/index.jsp?sid=t476&player_id=488888,488888,MOD,OF,125,455,69,128,26,9,2,54,178,48,81,22,13,0.351,0.391,0.281,0.742
http://www.milb.com/milb/stats/stats.jsp?y=2006&t=l_bat&lid=110&sid=t476&print=true,Ed Lucas,http://www.milb.com/player/index.jsp?sid=t476&player_id=448296,448296,HD,3B,124,455,71,128,26,4,8,66,186,46,83,19,6,0.349,0.409,0.281,0.758
http://www.milb.com/milb/stats/stats.jsp?y=2006&t=l_bat&lid=110&sid=t476&print=true,Julio Cordido,http://www.milb.com/player/index.jsp?sid=t476&player_id=434918,434918,SJ,3B,122,467,74,131,20,4,12,78,195,30,88,13,7,0.329,0.418,0.281,0.746
http://www.milb.com/milb/stats/stats.jsp?y=2006&t=l_bat&lid=110&sid=t476&print=true,Nate Sutton,http://www.milb.com/player/index.jsp?sid=t476&player_id=456430,456430,RC,2B,118,442,75,123,16,8,12,46,191,46,77,27,7,0.351,0.432,0.278,0.783
http://www.milb.com/milb/stats/stats.jsp?y=2006&t=l_bat&lid=110&sid=t476&print=true,Doc Brooks,http://www.milb.com/player/index.jsp?sid=t476&player_id=458640,458640,MOD,OF,98,357,64,99,18,4,16,62,173,53,110,10,5,0.389,0.485,0.277,0.874
http://www.milb.com/milb/stats/stats.jsp?y=2006&t=l_bat&lid=110&sid=t476&print=true,Rusty Ryal,http://www.milb.com/player/index.jsp?sid=t476&player_id=489277,489277,LAN,3B,97,350,53,97,17,6,11,42,159,23,78,8,8,0.342,0.454,0.277,0.796
http://www.milb.com/milb/stats/stats.jsp?y=2006&t=l_bat&lid=110&sid=t476&print=true,Ronnie Prettyman,http://www.milb.com/player/index.jsp?sid=t476&player_id=450285,450285,IE,3B,100,378,45,104,20,2,1,37,131,21,55,10,4,0.314,0.347,0.275,0.661
http://www.milb.com/milb/stats/stats.jsp?y=2006&t=l_bat&lid=110&sid=t476&print=true,Reed Eastley,http://www.milb.com/player/index.jsp?sid=t476&player_id=488853,488853,IE,1B,96,349,47,96,17,0,8,67,137,42,55,1,2,0.367,0.393,0.275,0.759
http://www.milb.com/milb/stats/stats.jsp?y=2006&t=l_bat&lid=110&sid=t476&print=true,Myron Leslie,http://www.milb.com/player/index.jsp?sid=t476&player_id=453514,453514,STK,3B,136,513,81,140,25,0,17,100,216,71,98,6,3,0.365,0.421,0.273,0.786
http://www.milb.com/milb/stats/stats.jsp?y=2006&t=l_bat&lid=110&sid=t476&print=true,John McCurdy,http://www.milb.com/player/index.jsp?sid=t476&player_id=455008,455008,STK,SS,101,361,54,98,21,0,12,55,155,17,79,2,3,0.31,0.429,0.271,0.74
http://www.milb.com/milb/stats/stats.jsp?y=2006&t=l_bat&lid=110&sid=t476&print=true,Patrick Reilly,http://www.milb.com/player/index.jsp?sid=t476&player_id=444480,444480,RC,1B,100,373,63,101,21,7,14,64,178,23,101,5,3,0.328,0.477,0.271,0.805
http://www.milb.com/milb/stats/stats.jsp?y=2006&t=l_bat&lid=110&sid=t476&print=true,Cliff Remole,http://www.milb.com/player/index.jsp?sid=t476&player_id=450287,450287,RC,1B,105,397,50,106,13,2,4,41,135,21,44,0,5,0.31,0.34,0.267,0.65
http://www.milb.com/milb/stats/stats.jsp?y=2006&t=l_bat&lid=110&sid=t476&print=true,Patrick Cottrell,http://www.milb.com/player/index.jsp?sid=t476&player_id=456535,456535,VIS,3B,114,440,66,117,19,2,7,54,161,14,58,6,7,0.293,0.366,0.266,0.658
http://www.milb.com/milb/stats/stats.jsp?y=2006&t=l_bat&lid=110&sid=t476&print=true,Brandon Burgess,http://www.milb.com/player/index.jsp?sid=t476&player_id=452759,452759,LAN,OF,123,434,74,115,15,2,26,84,212,39,132,8,8,0.36,0.488,0.265,0.849
http://www.milb.com/milb/stats/stats.jsp?y=2006&t=l_bat&lid=110&sid=t476&print=true,Wilver Perez,http://www.milb.com/player/index.jsp?sid=t476&player_id=455715,455715,HD,2B,98,351,54,92,13,3,4,30,123,39,79,9,6,0.343,0.35,0.262,0.694
http://www.milb.com/milb/stats/stats.jsp?y=2006&t=l_bat&lid=110&sid=t476&print=true,Rusty Brown,http://www.milb.com/player/index.jsp?sid=t476&player_id=457932,457932,HD,1B,112,425,54,111,18,2,14,61,175,46,88,0,2,0.332,0.412,0.261,0.744
http://www.milb.com/milb/stats/stats.jsp?y=2006&t=l_bat&lid=110&sid=t476&print=true,Pat Dobson,http://www.milb.com/player/index.jsp?sid=t476&player_id=455962,455962,SJ,1B,112,394,62,102,19,1,4,49,135,40,91,20,8,0.337,0.343,0.259,0.68
http://www.milb.com/milb/stats/stats.jsp?y=2006&t=l_bat&lid=110&sid=t476&print=true,Freddy Sandoval,http://www.milb.com/player/index.jsp?sid=t476&player_id=461866,461866,RC,3B,113,434,60,112,28,2,5,54,159,59,98,30,8,0.343,0.366,0.258,0.709
http://www.milb.com/milb/stats/stats.jsp?y=2006&t=l_bat&lid=110&sid=t476&print=true,Shaun Cumberland,http://www.milb.com/player/index.jsp?sid=t476&player_id=458895,458895,VIS,OF,126,520,86,134,18,3,16,98,206,42,133,29,9,0.319,0.396,0.258,0.715
http://www.milb.com/milb/stats/stats.jsp?y=2006&t=l_bat&lid=110&sid=t476&print=true,Gregorio Petit,http://www.milb.com/player/index.jsp?sid=t476&player_id=463610,463610,STK,2B,137,519,71,133,25,7,8,63,196,38,96,22,13,0.31,0.378,0.256,0.688
http://www.milb.com/milb/stats/stats.jsp?y=2006&t=l_bat&lid=110&sid=t476&print=true,Ben Johnson,http://www.milb.com/player/index.jsp?sid=t476&player_id=452052,452052,RC,C,99,353,57,89,20,2,19,60,170,34,83,5,0,0.33,0.482,0.252,0.812
http://www.milb.com/milb/stats/stats.jsp?y=2006&t=l_bat&lid=110&sid=t476&print=true,Tommy Everidge,http://www.milb.com/player/index.jsp?sid=t476&player_id=452784,452784,STK,1B,133,504,89,127,32,2,20,83,223,44,116,5,5,0.323,0.442,0.252,0.765
http://www.milb.com/milb/stats/stats.jsp?y=2006&t=l_bat&lid=110&sid=t476&print=true,Sean Kazmar,http://www.milb.com/player/index.jsp?sid=t476&player_id=453527,453527,LE,SS,133,540,86,135,19,5,13,72,203,63,80,10,1,0.327,0.376,0.25,0.703
http://www.milb.com/milb/stats/stats.jsp?y=2006&t=l_bat&lid=110&sid=t476&print=true,Micah Furtado,http://www.milb.com/player/index.jsp?sid=t476&player_id=449090,449090,BAK,2B,103,382,59,95,19,3,8,42,144,44,81,11,10,0.333,0.377,0.249,0.71
http://www.milb.com/milb/stats/stats.jsp?y=2006&t=l_bat&lid=110&sid=t476&print=true,Josh Leblanc,http://www.milb.com/player/index.jsp?sid=t476&player_id=448257,448257,RC,OF,105,372,59,90,19,6,4,45,133,44,109,22,7,0.33,0.358,0.242,0.688
http://www.milb.com/milb/stats/stats.jsp?y=2006&t=l_bat&lid=110&sid=t476&print=true,Drew Toussaint,http://www.milb.com/player/index.jsp?sid=t476&player_id=448263,448263,RC,RF,108,372,47,90,25,1,12,42,153,35,119,2,2,0.325,0.411,0.242,0.737
http://www.milb.com/milb/stats/stats.jsp?y=2006&t=l_bat&lid=110&sid=t476&print=true,Justin Nelson,http://www.milb.com/player/index.jsp?sid=t476&player_id=460253,460253,MOD,OF,134,489,75,118,33,8,20,86,227,62,156,7,8,0.332,0.464,0.241,0.796
http://www.milb.com/milb/stats/stats.jsp?y=2006&t=l_bat&lid=110&sid=t476&print=true,Chris Colton,http://www.milb.com/player/index.jsp?sid=t476&player_id=458002,458002,IE,OF,110,381,56,91,22,1,5,42,130,38,92,17,9,0.309,0.341,0.239,0.65
http://www.milb.com/milb/stats/stats.jsp?y=2006&t=l_bat&lid=110&sid=t476&print=true,Brian McFall,http://www.milb.com/player/index.jsp?sid=t476&player_id=457451,457451,HD,OF,115,398,58,95,25,0,21,73,183,30,120,7,5,0.309,0.46,0.239,0.769
http://www.milb.com/milb/stats/stats.jsp?y=2006&t=l_bat&lid=110&sid=t476&print=true,Duke Sardinha,http://www.milb.com/player/index.jsp?sid=t476&player_id=454550,454550,MOD,3B,106,371,44,87,21,2,12,45,148,33,112,8,4,0.302,0.399,0.235,0.701
http://www.milb.com/milb/stats/stats.jsp?y=2006&t=l_bat&lid=110&sid=t476&print=true,Simon Klink,http://www.milb.com/player/index.jsp?sid=t476&player_id=445008,445008,SJ,3B,98,326,44,76,17,2,9,34,124,44,107,2,3,0.339,0.38,0.233,0.719
http://www.milb.com/milb/stats/stats.jsp?y=2006&t=l_bat&lid=110&sid=t476&print=true,Skip Adams,http://www.milb.com/player/index.jsp?sid=t476&player_id=456498,456498,LE,SS,130,461,57,105,17,4,10,58,160,44,137,12,6,0.306,0.347,0.228,0.653
